investmentCapacity,has_questionnaire,total_transactions,buy_count,sell_count,buy_ratio,avg_transaction_value,log_avg_value,total_invested,total_sold,sell_to_buy_value_ratio,unique_stocks_traded,unique_sectors_traded,digital_ratio,investment_period_days,avg_days_between_transactions,customerType_Legal Entity,customerType_Mass,customerType_Premium,customerType_Professional,preferred_channel_Internet Banking,preferred_channel_Phone Banking,dominant_sector_Communication Services,dominant_sector_Consumer Cyclical,dominant_sector_Consumer Defensive,dominant_sector_Energy,dominant_sector_Financial Services,dominant_sector_Healthcare,dominant_sector_Industrials,dominant_sector_Real Estate,dominant_sector_Technology,dominant_sector_Unknown,dominant_sector_Utilities
0,1,6,3,3,0.5,151.067,5.024321213200819,544.982,361.42,0.6619632149045207,2,2,1.0,1704,340.8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,4,2,2,0.5,1520.4375,7.327410890609639,2636.3,3445.4500000000003,1.3064308193986274,2,2,0.0,1086,362.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,18.119999999999997,2.950734907623255,9.84,26.4,2.4354243542435423,1,1,0.0,1296,1296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,4,2,2,0.5,113.89999999999999,4.74406218485471,197.13,258.47,1.3045475193055067,2,2,0.0,1297,432.3333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,32,18,14,0.5625,4916.900375,8.500636965352577,97044.062,60296.75,0.621327337603226,6,5,1.0,1561,50.354838709677416,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,5,3,2,0.6,12014.56,9.39395775549059,27847.8,32225.0,1.1571414208152595,1,1,0.4,1493,373.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1.0,1014.0,6.922643891475888,1014.0,0.0,0.0,1,1,1.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,6,3,3,0.5,1718.168,7.449595731846555,4808.758,5500.25,1.1435606531555227,3,3,0.0,1472,294.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1.0,2052.0,7.627057417018934,2052.0,0.0,0.0,1,1,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,3,1,2,0.3333333333333333,916.5300000000001,6.821685276941857,1623.24,1126.35,0.6934627887504309,1,1,0.0,1714,857.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,12,6,6,0.5,2222.9981666666667,7.7070618310296055,14064.6946,12611.2834,0.8965986933912243,6,2,0.0,1563,142.0909090909091,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,11,6,5,0.5454545454545454,1726.0145454545454,7.454149500493692,8713.15,10273.01,1.17888835973675,3,3,1.0,1526,152.6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,1117.1599999999999,7.019439756176651,1028.72,1205.6,1.1708037136308898,1,1,0.0,743,743.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,1012.35,6.9210169529653225,972.0,1052.7,1.0819116135662898,1,1,0.0,1553,1553.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,4,1,3,0.25,5587.0,8.628376720376853,12320.0,10028.0,0.8138949760571382,1,1,0.0,1407,469.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,2,2,0.5,9.379999999999999,2.3398808777377424,14.696,22.824,1.4541284403669725,2,1,0.0,1546,515.3333333333334,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,7,4,3,0.5714285714285714,1051.0928571428572,6.958536656648393,5448.6,1909.05,0.35031011450381677,3,2,0.7142857142857143,1777,296.1666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,1.479,0.9078552530530535,1.858,1.1,0.38488453463960814,1,1,0.0,1193,1193.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,678.48,6.52132779975111,195.36,1161.6,5.915665104909349,1,1,0.0,1358,1358.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,2,2,0.5,1644.65,7.40589072193161,3240.0,3338.6,1.0301141622955878,1,1,0.75,1253,417.6666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,1,1,0.5,832.5,6.725633702190849,810.0,855.0000000000001,1.0542540073982738,1,1,1.0,30,30.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,1,1,0.5,18.03,2.946016681308058,22.296,13.764,0.5908310439560439,1,1,1.0,1311,1311.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,54,32,22,0.5925925925925926,13212.100925925924,9.488964110765876,348823.95,364629.5,1.0453079689397218,5,4,1.0,1791,33.79245283018868,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,1,0.5,696.3900000000001,6.547344795165418,1082.16,310.62,0.28677203737213336,1,1,0.0,804,804.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,3,1,2,0.3333333333333333,1378.2066666666667,7.229263733617778,2022.37,2112.25,1.0439267163198032,1,1,0.0,470,235.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,2,1,1,0.5,14.82,2.761274962339508,16.200000000000003,13.44,0.7813953488372092,1,1,1.0,1414,1414.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,1,4,2,2,0.5,5.061249999999999,1.801916049437425,3.3449999999999998,16.9,3.8895281933256616,2,2,0.0,1373,457.6666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8,5,3,0.625,534.63125,6.283445957895402,2842.3,1434.75,0.504607322477403,3,3,1.0,1106,158.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,852.1400000000001,6.748923660636338,887.7600000000001,816.52,0.9187182141410504,1,1,0.0,701,701.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,6,4,2,0.6666666666666666,1978.6499999999999,7.590675340386566,5812.45,6059.45,1.0423156645365488,2,2,1.0,1147,229.4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,2,2,0.5,94.19999999999999,4.55597994179732,210.88,165.92,0.7830847649612988,2,2,0.0,331,110.33333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,24,13,11,0.5416666666666666,23732.201175,10.074630240247352,311134.4376,258438.39059999998,0.8306298780798217,7,3,0.9166666666666666,1276,55.47826086956522,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,13.614,2.681979973369026,12.96,14.268,1.0220630372492836,1,1,0.0,1498,1498.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,4,2,2,0.5,1939.7125,7.570810452672212,3798.2,3960.65,1.042495788587071,1,1,1.0,16,5.333333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,1,1,0.5,459.9,6.133181099726462,388.8,531.0,1.362237044638276,1,1,0.0,27,27.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,6,3,3,0.5,561.77,6.332871018915426,1832.19,1538.43,0.8392092472684228,3,2,0.0,990,198.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,10,5,5,0.5,227.379,5.4310065295967815,1130.46,1143.33,1.0104908702031004,5,4,1.0,1756,195.11111111111111,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,5,3,2,0.6,400.25,5.9945846744442255,881.25,1120.0,1.2694814395012752,2,2,1.0,1199,299.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,7,4,3,0.5714285714285714,1311.8857142857144,7.17998282884325,6822.5,2360.7,0.3459661464058034,3,3,0.0,1392,232.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,1160.25,7.057252290128048,812.5,1508.0,1.853718500307314,1,1,0.0,1715,1715.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,3,2,1,0.6666666666666666,603.75,6.404815149490137,1261.25,550.0,0.4357298474945534,2,2,0.0,1491,745.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,4,2,2,0.5,104.8125,4.661668659893354,193.03,226.22,1.165902180075246,2,2,0.0,1714,571.3333333333334,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,1,0.5,953.9200000000001,6.861627567338351,1028.72,879.12,0.8537466495746416,1,1,1.0,800,800.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3,1,2,1,1,0.5,2467.76,7.81147127927414,1011.52,3924.0,3.875479002883894,1,1,1.0,1577,1577.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,7,4,3,0.5714285714285714,3698.4857142857145,8.215949092832462,10757.0,15132.400000000001,1.406618330544711,1,1,0.42857142857142855,1725,287.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,5,2,3,0.4,1120.44,7.022368852752015,2786.36,2815.84,1.010217553527352,2,2,0.0,197,49.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,35,19,16,0.5428571428571428,6523.282857142857,8.783286319199396,110525.65,117789.25,1.065709039403619,14,8,1.0,1374,40.411764705882355,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,5860.5495,8.676169267413528,5439.96,6281.139,1.154417418984885,1,1,0.0,1767,1739.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,14,5,9,0.35714285714285715,891.1051785714286,6.793584038825464,5792.64,6682.8325,1.1534773475742366,5,4,1.0,1625,125.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,34,20,14,0.5882352941176471,952.3411764705882,6.859972842178997,14089.2,18290.4,1.298093710522207,9,6,1.0,812,24.606060606060606,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2,1,1,0.5,1150.5149999999999,7.048833745663086,1078.92,1222.11,1.1316671605304094,1,1,0.0,1513,1513.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,171,90,81,0.5263157894736842,7028.4185964912285,8.857859278182795,601735.756,600123.824,0.9973195388449895,11,6,1.0,1736,10.211764705882352,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,17,11,6,0.6470588235294118,1370.9205882352942,7.223966926315726,15260.6,8045.05,0.5271432877286785,8,6,1.0,1522,95.125,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2,1,1,0.5,14200.0,9.561067663645012,15500.0,12900.0,0.8322043739113606,1,1,0.0,857,857.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,0,1.0,34400.0,10.445840912706414,34400.0,0.0,0.0,1,1,0.0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,7,7,0,1.0,605.5714285714286,6.407822493207888,4239.0,0.0,0.0,7,5,1.0,831,138.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,1,1,1,0,1.0,21523.2,9.976933162519309,21523.2,0.0,0.0,1,1,1.0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,15,11,4,0.7333333333333333,5708.683333333333,8.649918842851827,48508.65,37121.6,0.765241555030803,6,3,0.0,1785,127.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,4,2,2,0.5,401.5,5.997695096858618,1205.4,400.59999999999997,0.3320623342175066,2,2,1.0,988,329.3333333333333,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,4,4,0,1.0,733.5,6.599189995613932,2934.0,0.0,0.0,3,3,1.0,118,39.333333333333336,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1.0,725.0400000000001,6.587605109725777,725.0400000000001,0.0,0.0,1,1,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,63,43,20,0.6825396825396826,3033.965492063492,8.017955333433406,105263.559,85876.26699999999,0.8158136776120442,22,8,1.0,946,15.258064516129032,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1.0,2142.0,7.669961995473577,2142.0,0.0,0.0,1,1,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,173,122,51,0.7052023121387283,9002.0237283237,9.10531576970688,821614.95,717158.9181919956,0.8954733108577068,25,8,1.0,1002,5.825581395348837,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,103,45,58,0.4368932038834951,4247.355514563107,8.354287249288877,321124.289,116353.329,0.3623300094562157,10,6,0.0,1646,16.137254901960784,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,14158.08,9.558111393385543,13466.88,14849.28,1.102569966468368,1,1,0.0,545,545.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,2051.46,7.626794352707936,1738.26,2364.6600000000003,1.359578211423249,1,1,1.0,1515,1515.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,2,1,1,0.5,299.0,5.703782474656201,324.0,274.0,0.8430769230769231,1,1,1.0,1259,1259.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,7,4,3,0.5714285714285714,3706.2962857142857,8.218058125965529,9552.634,16391.44,1.7157282768002207,4,1,1.0,1423,237.16666666666666,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2,1,1,0.5,40.56,3.727138166231027,42.120000000000005,39.0,0.9044526901669758,1,1,0.0,1535,1535.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,6,2,4,0.3333333333333333,4639.958333333333,8.44267616125072,13436.5,14403.25,1.0718697674418605,2,2,0.0,1066,213.2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,119,63,56,0.5294117647058824,2529.19887394958,7.836053184936434,153719.062,147255.604,0.9579465561235592,27,8,0.5798319327731093,1514,12.830508474576272,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,3,2,1,0.6666666666666666,366.7333333333333,5.907358037810982,383.0,717.1999999999999,1.867708333333333,1,1,0.0,123,61.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,4,2,2,0.5,252.872,5.536830202991734,317.62,693.8679999999999,2.1777289561232815,2,2,1.0,1109,369.6666666666667,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,14,6,8,0.42857142857142855,1295.5071428571428,7.167429114301871,9187.5,8949.6,0.9740001088316919,5,5,1.0,685,52.69230769230769,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,14.899999999999999,2.7663191092261856,18.58,11.22,0.5730337078651686,1,1,0.0,1329,1329.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1.0,115.4,4.757032535297338,115.4,0.0,0.0,1,1,1.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,1,0.5,1096.48,7.000771921548657,1028.72,1164.24,1.130637454842093,1,1,0.0,976,976.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,10,5,5,0.5,3644.30925,8.201196483093515,16893.705,19549.3875,1.1571310360257843,2,2,0.5,1274,141.55555555555554,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1.0,3952.0,8.282230063296685,3952.0,0.0,0.0,1,1,1.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,1,0.5,2547.25,7.843162128048522,1667.5,3427.0,2.053940665268205,1,1,0.0,1499,1499.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,14,9,5,0.6428571428571429,529.5397142857144,6.273894817242056,3933.736,3479.82,0.8843846194509619,5,5,1.0,1361,104.6923076923077,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,1,14,7,7,0.5,75.9835,4.3435911131769345,620.398,443.37100000000004,0.7135056759114127,7,5,0.0,892,68.61538461538461,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,8,7,1,0.875,774.261,6.653199746851195,6190.5,3.588,0.000579504158927562,2,1,1.0,484,69.14285714285714,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,62,37,25,0.5967741935483871,242.84558064516128,5.496535158740496,8123.366,6933.06,0.853366281135045,21,10,1.0,1732,28.39344262295082,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,1,0.5,558.8,6.327579577081353,585.75,531.85,0.9064337452066468,1,1,0.0,167,167.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,2,1,1,0.5,13.665000000000003,2.6854637024294146,16.200000000000003,11.13,0.6470930232558139,1,1,0.0,1302,1302.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,21,6,15,0.2857142857142857,588.554,6.379366318835557,6460.304,5899.33,0.9130246773716265,6,5,0.0,1324,66.2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,17,10,7,0.5882352941176471,3678.3593529411764,8.210493927133069,34306.557,28225.552,0.8227211281759292,5,3,1.0,608,38.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,5,4,1,0.8,504.2,6.224954390476336,2091.0,430.0,0.2055449330783939,3,2,0.0,228,57.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,3,3,0,1.0,269.73333333333335,5.601134326584088,809.2,0.0,0.0,2,2,1.0,7,3.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,9.852500000000001,2.3843954681916117,8.625,11.080000000000002,1.1511688311688313,1,1,1.0,742,742.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,20,12,8,0.6,3008.15732,8.009415358413877,27797.1144,32366.032,1.164324728442732,6,5,1.0,341,17.94736842105263,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1.0,1320.0,7.186144304522325,1320.0,0.0,0.0,1,1,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,6,1,5,0.16666666666666666,1633.2866666666666,7.398961698628889,5053.0,4746.72,0.9392006331618521,1,1,0.0,1339,267.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,4,2,2,0.5,8.908249999999999,2.293367743444436,23.677999999999997,11.955,0.4844395818137613,2,2,0.0,1661,553.6666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,1,1,0.5,17520.0,9.771155440487087,11040.0,24000.0,2.173716148899556,1,1,1.0,1238,1238.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,8,4,4,0.5,996.2106249999999,6.9049620064261745,3801.44,4168.245,1.0962027014232967,4,3,0.0,631,90.14285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,13,9,4,0.6923076923076923,1195.8657692307693,7.087461559947224,9333.747,6212.508,0.6655250538659484,3,2,1.0,1198,99.83333333333333,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,3,1,2,0.3333333333333333,68.665,4.2436980395655555,113.4,92.595,0.8093968531468531,1,1,1.0,657,328.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,4,2,2,0.5,188.559,5.244700321710921,157.566,596.67,3.762912604215279,2,2,1.0,1388,462.6666666666667,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,29,22,7,0.7586206896551724,11027.286896551725,9.308218787089276,176121.75,143669.57,0.815735445875107,8,5,1.0,1590,56.785714285714285,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,1703.4450000000002,7.440994823530216,1624.91,1781.98,1.0959893229022517,1,1,0.0,1078,1078.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,4,2,2,0.5,514.7806,6.245681481262598,1030.016,1029.1064,0.998147846396176,2,2,0.0,108,36.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,6,4,2,0.6666666666666666,1574.5159999999998,7.362338116651951,5835.696,3611.4,0.6187404654962328,3,3,1.0,797,159.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,15,10,5,0.6666666666666666,600.25,6.399010821419971,5207.75,3796.0,0.7287736981041517,1,1,1.0,1732,123.71428571428571,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,18,9,9,0.5,1901.7524388888887,7.551056768917216,16121.3475,18110.1964,1.1232977331619978,8,5,1.0,1385,81.47058823529412,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,46,23,23,0.5,12081.527717391305,9.399515697727889,283194.125,272556.15,0.9624323511924862,13,6,1.0,1428,31.733333333333334,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,4,2,2,0.5,6073.22875,8.711810305416805,11023.82,13269.095000000001,1.2035656817979796,1,1,1.0,92,30.666666666666668,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,1.0,5.28,1.8373699804801074,5.28,0.0,0.0,1,1,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,1,1,0.5,390.28499999999997,5.969436194722346,377.3,403.27,1.0660058154903516,1,1,0.0,58,58.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,3,3,0,1.0,5743.666666666667,8.656027167131603,17231.0,0.0,0.0,3,3,1.0,407,203.5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,12,6,6,0.5,1049.7553333333333,6.957264549611896,5642.225999999999,6954.838,1.2324223768461517,6,6,0.0,1289,117.18181818181819,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,57,35,22,0.6140350877192983,1650.7034210526317,7.409562410756135,50757.5,43332.595,0.853701252007053,11,7,1.0,1589,28.375,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,1,1,0.5,105.92,4.672080891270718,102.4,109.44,1.0584139264990329,1,1,1.0,282,282.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,14,10,4,0.7142857142857143,7792.970857142857,8.961105746751667,64252.5,44849.092000000004,0.6980023189398243,2,2,1.0,1198,92.15384615384616,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,327.33000000000004,5.79401920016818,411.6,243.06,0.5890935530780417,1,1,1.0,8,8.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,14,7,7,0.5,2249.0364285714286,7.718701685543592,15543.25,15943.26,1.0256692989369058,4,3,1.0,93,7.153846153846154,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,4,2,2,0.5,12.036000000000001,2.5677147609753153,29.252000000000002,18.892000000000003,0.6244876371810129,2,2,0.0,254,84.66666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,336,183,153,0.5446428571428571,5356.480758333333,8.586249135802941,1041530.0907399938,717158.9181919956,0.6699870472968215,9,6,1.0,1758,5.2477611940298505,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,1,1,0.5,260.0,5.564520407322694,252.4,267.6,1.0560378847671665,1,1,0.0,939,939.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,26,11,15,0.4230769230769231,275.04915384615384,5.620578943505844,3580.966,3570.312,0.9967464794473203,3,3,1.0,898,35.92,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,2304.0,7.742835955430749,1893.0,2715.0,1.4334741288278776,1,1,0.0,1206,1206.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,12,6,6,0.5,4024.531666666667,8.300412272226712,23432.18,24862.2,1.0609827603423863,3,2,0.0,748,68.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,2,0,1.0,117.01500000000001,4.7708117350308425,234.03000000000003,0.0,0.0,1,1,1.0,140,140.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,26,15,11,0.5769230769230769,9528.615057692308,9.16215960314538,115864.239,131879.7525,1.1382167217555215,8,5,0.0,1770,70.8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,4,2,2,0.5,254.65625,5.543833768713972,585.8,432.82500000000005,0.7376022494887526,2,1,0.0,308,102.66666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2,1,1,0.5,302.72,5.716106224345033,338.8,266.64,0.7846968805179517,1,1,0.0,1450,1450.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,188,108,80,0.574468085106383,1986.3982180851062,7.594581634190796,193858.5472,179584.3178,0.9263630313482956,50,10,1.0,1788,9.561497326203208,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,3,2,1,0.6666666666666666,783.8000000000001,6.665428908251154,1575.9,775.5,0.4917876846978248,2,2,0.0,792,396.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,1,1,1,0,1.0,799.98,6.68583597796762,799.98,0.0,0.0,1,1,0.0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,42230.09040430413,10.65090966521186,133694.4,3802.54,0.028441816247978615,1,1,1.0,1224,1224.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,27,14,13,0.5185185185185185,2308.1605555555557,7.744639341608166,35766.81,26553.525,0.7423861007984555,8,6,1.0,1759,67.65384615384616,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,455.735,6.124103353996352,554.9639999999999,356.50600000000003,0.6412393608219238,1,1,0.0,811,811.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,4,2,2,0.5,7002.5,8.854165303079101,8080.0,19930.0,2.4662789258755105,2,1,0.0,1107,369.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,1,1,0.5,296.4,5.6950780340260545,304.2,288.6,0.9456094364351246,1,1,0.0,414,414.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,10,6,4,0.6,7614.289,8.937913216020814,42088.24,34054.65,0.8091058427284504,6,4,1.0,1220,135.55555555555554,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,1,1,0.5,1165.6000000000001,7.0618488143195375,391.04,1940.16,4.948882767064585,1,1,0.0,1414,1414.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
